name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
projectile_shell_7,projectile_shell,,$technology_name_projectile_shell_7,1890,,40,"start, ap_ratio_sec(-25)",shell_ratio_sec_3,,$technology_desc_projectile_shell_7,,,
projectile_shell_8,projectile_shell,,$technology_name_projectile_shell_8,1890,,40,start,shell_ratio_sec_0,,$technology_desc_projectile_shell_8,,,
projectile_shell_9,projectile_shell,,$technology_name_projectile_shell_10,1890,,40,"start, ap_ratio_sec(50)",shell_ratio_sec_2,,$technology_desc_projectile_shell_10,,,
projectile_shell_10,projectile_shell,,$technology_name_projectile_shell_9,1890,,40,"start, ap_ratio_sec(25)",shell_ratio_sec_1,,$technology_desc_projectile_shell_9,,,
projectile_shell_11,projectile_shell,,$technology_name_projectile_shell_11,1890,,40,"start, shell_damage(-10), he_damage(-10), he_fire(-15), penetration(-12), reload(7.5), shell_weight(15), detonation(20), flash(15), flash_explosion(15), flash_spread(20), ap_ricochet_angle_min(-5), ap_ricochet_angle_max(-7), ap_ricochet_chance(8), multi_targeting_self(15), cost(gun;15), shell_velocity(3.75), accuracy(15), accuracy_long(-18), range(-7), gun_rotation(3), weight(gun;1.5), accuracy_wind(-5)",shell_light,,$technology_desc_projectile_shell_11,,,
projectile_shell_12,projectile_shell,,$technology_name_projectile_shell_12,1890,,40,"start, default_component",shell_normal,,$technology_desc_projectile_shell_12,,,
projectile_shell_13,projectile_shell,,$technology_name_projectile_shell_13,1890,,40,"start, shell_damage(10), he_damage(10), he_fire(15), penetration(10.4), reload(-5), shell_weight(-13), detonation(-30), flash(-25), flash_explosion(-15), flash_spread(-20), ap_ricochet_angle_min(4), ap_ricochet_angle_max(6), ap_ricochet_chance(-7), multi_targeting_self(-13), cost(gun;-13), shell_velocity(-3.25), accuracy(-12.5), accuracy_long(15), range(6.5), gun_rotation(-2), weight(gun;-1.3), accuracy_wind(4)",shell_heavy,,$technology_desc_projectile_shell_13,,,
projectile_shell_14,projectile_shell,,$technology_name_projectile_shell_14,1920,,40,"shell_damage(15), he_damage(15), he_fire(22.5), penetration(16), reload(-7.5), shell_weight(-20), detonation(-40), flash(-35), flash_explosion(-25), flash_spread(-30), ap_ricochet_angle_min(6), ap_ricochet_angle_max(8), ap_ricochet_chance(-9), multi_targeting_self(-20), cost(gun;-18), shell_velocity(-5), accuracy(-18.25), accuracy_long(22.5), range(10), gun_rotation(-4), weight(gun;-2), accuracy_wind(7)",shell_S.heavy,,$technology_desc_projectile_shell_14,,,
projectile_shell_15,projectile_shell,,$technology_name_projectile_shell_15,1907,2,40,"range(2.5), penetration(4)",,,$technology_desc_projectile_shell_15,"The shape of the shell nose is aerodynamically improved providing greater range and penetration power. *Shells have +2% range, +1% armor penetration*",,
projectile_shell_16,projectile_shell,,$technology_name_projectile_shell_16,1927,2,40,"range(2.5), penetration(6)",,,$technology_desc_projectile_shell_16,"Better designed shells which have more aerodynamic shape offer greater range and penetration power. *Shells +1% armor penetration, +2% range*",,
projectile_shell_17,projectile_shell,,$technology_name_projectile_shell_17,1907,2,40,"he_damage(5), he_fire(10)",,,$technology_desc_projectile_shell_17,"High explosive shells can carry more explosive charge due to the thinner and durable shell cases. *Increases the chance of fire ignition when using high explosive shells (HE) +10%, +3% Damage for High Explosive Shells (HE)*",,
projectile_shell_18,projectile_shell,,$technology_name_projectile_shell_18,1919,2,40,"penetration(6), detonation(8)",,,$technology_desc_projectile_shell_18,"With the new fuse technology the shells will not prematurely detonate so they can penetrate the armor more. Additonally the shells are more stable in storage conditions. *Shells +2% armor penetration, Reduces chance of magazine detonation -2.5%*",,
projectile_shell_19,projectile_shell,,$technology_name_projectile_shell_19,1925,2,40,he_fire(25),,,$technology_desc_projectile_shell_19,The usage of high tensile steel allows the construction of thinner shells which can carry more explosives. *Increases the chance of fire ignition when using high explosive shells (HE) +20%*,,
projectile_shell_20,projectile_shell,,$technology_name_projectile_shell_20,1920,2,40,"he_fire(150), he_damage(35), he_penetration(-95), he_weight(6), he_cost(-50), fuze(-100), he_range(-3)",he_5,,$technology_desc_projectile_shell_20,,,
projectile_shell_21,projectile_shell,,$technology_name_projectile_shell_21,1915,2,40,"he_fire(75), he_damage(55), he_penetration(-75), he_weight(4), he_cost(-30), fuze(-90), he_range(-2)",he_4,,$technology_desc_projectile_shell_21,,,
projectile_shell_22,projectile_shell,,$technology_name_projectile_shell_22,1891,,40," he_fire(35), he_damage(30), he_penetration(-55), he_weight(2), he_cost(-15), fuze(-80), he_range(-1)",he_1,,$technology_desc_projectile_shell_22,,,
projectile_shell_23,projectile_shell,,$technology_name_projectile_shell_23,1890,,40,"start, fuze(-70)",he_0,,$technology_desc_projectile_shell_23,,,
projectile_shell_24,projectile_shell,,$technology_name_projectile_shell_24,1893,2,40,"he_fire(-22.5), he_damage(-20), he_penetration(55), he_weight(-4), he_cost(-25), fuze(-50), he_range(2)",he_2,,$technology_desc_projectile_shell_24,,,
projectile_shell_25,projectile_shell,,$technology_name_projectile_shell_25,1903,2,40,"he_fire(-45), he_damage(-40), he_penetration(110), he_weight(-6), he_cost(-45), fuze(-40), he_range(3)",he_3,,$technology_desc_projectile_shell_25,,,
projectile_shell_26,projectile_shell,,$technology_name_projectile_shell_26,1895,2,40,"ap_fire(15), ap_damage(70), ap_penetration(-45), ap_weight(6), ap_ricochet_angle_min(-85), ap_ricochet_angle_max(37.5), ap_ricochet_chance(-75), fuze(-60), ap_range(-3)",ap_3,,$technology_desc_projectile_shell_26,,,
projectile_shell_33,projectile_shell,,$technology_name_projectile_shell_33,1902,2,40,"ap_fire(10), ap_damage(55), ap_penetration(-32.5), ap_weight(4), ap_cost(-25), ap_ricochet_angle_min(-65), ap_ricochet_angle_max(37.5), ap_ricochet_chance(-50), fuze(-40), ap_range(-2)",ap_6,,$technology_desc_projectile_shell_33,,,
projectile_shell_27,projectile_shell,,$technology_name_projectile_shell_27,1913,2,40,"ap_fire(10), ap_damage(30), ap_penetration(-20), ap_weight(2), ap_cost(-25), ap_ricochet_angle_min(-55), ap_ricochet_angle_max(62.5), ap_ricochet_chance(-25), fuze(-20), ap_range(1)",ap_4,,$technology_desc_projectile_shell_27,,,
projectile_shell_28,projectile_shell,,$technology_name_projectile_shell_28,1890,,40,"start, ap_ricochet_angle_min(-85), ap_ricochet_angle_max(37.5) ",ap_0,,$technology_desc_projectile_shell_28,,,
projectile_shell_29,projectile_shell,,$technology_name_projectile_shell_29,1898,2,40,"ap_fire(-12), ap_damage(-15), ap_penetration(25), ap_weight(-2), ap_cost(-15), ap_ricochet_angle_min(-33), ap_ricochet_angle_max(12.5), ap_ricochet_chance(5), fuze(10), ap_range(-1)",ap_1,,$technology_desc_projectile_shell_29,,,
projectile_shell_30,projectile_shell,,$technology_name_projectile_shell_30,1911,2,40,"ap_fire(-17), ap_damage(-20), ap_penetration(31.5), ap_weight(-4), ap_cost(-25), ap_ricochet_angle_min(-60), ap_ricochet_angle_max(50), ap_ricochet_chance(5), fuze(20), ap_range(2)",ap_2,,$technology_desc_projectile_shell_30,,,
projectile_shell_31,projectile_shell,,$technology_name_projectile_shell_31,1924,2,40,"ap_fire(-19), ap_damage(-25), ap_penetration(36), ap_weight(-6), ap_cost(-35), ap_ricochet_angle_min(-55), ap_ricochet_angle_max(62.5), ap_ricochet_chance(7), fuze(30), ap_range(3)",ap_5,,$technology_desc_projectile_shell_31,,,
projectile_shell_32,projectile_shell,,$technology_name_projectile_shell_32,1950,2,60,"end, ap_fire(1), penetration(0.3), range(0.5), shell_cost(-2), shell_weight(-0.5)",,,$technology_desc_projectile_shell_32,The usage of high tensile steel allows the construction of thinner shells which can carry more explosives. *Increases the chance of fire ignition when using high explosive shells (HE) +20%*,,
# $techType_name_projectile_explosive,projectile_explosive,,,,,,,,,,,,
projectile_explosive_1,projectile_explosive,,$technology_name_projectile_explosive_1,1890,,26,"start, ammo_amount(-35), flash_explosion(10), flash_spread(20)",ammo_shell_less,,$technology_desc_projectile_explosive_1,,,
projectile_explosive_2,projectile_explosive,,$technology_name_projectile_explosive_2,1890,,26,"start, default_component, detonation(-12.5)",ammo_shell_normal,,$technology_desc_projectile_explosive_2,,,
projectile_explosive_3,projectile_explosive,,$technology_name_projectile_explosive_3,1890,,26,"start, ammo_amount(35), detonation(-25), flash_explosion(-10), flash_spread(-20)",ammo_shell_more,,$technology_desc_projectile_explosive_3,,,
projectile_explosive_4,projectile_explosive,,$technology_name_projectile_explosive_4,1890,,26,"start, torpedo_amount(-50), weight(torpedo;35), cost(torpedo;25)",ammo_torp_less,,$technology_desc_projectile_explosive_4,,,
projectile_explosive_5,projectile_explosive,,$technology_name_projectile_explosive_5,1890,,26,"start, default_component, detonation(-12.5)",ammo_torp_normal,,$technology_desc_projectile_explosive_5,,,
projectile_explosive_6,projectile_explosive,,$technology_name_projectile_explosive_6,1890,,26,"start, torpedo_amount(50), weight(torpedo;-70), cost(torpedo;-35), detonation(-30)",ammo_torp_more,,$technology_desc_projectile_explosive_6,,,
projectile_explosive_7,projectile_explosive,,$component_name_short_explosive_0,1890,,26,"start, shell_damage(-37), shell_weight(-5.7), shell_cost(50)",explosive_0,,$technology_desc_projectile_explosive_7,,,
projectile_explosive_8,projectile_explosive,,$component_name_short_explosive_1,1893,1,26,"shell_damage(-29), he_damage(6), he_fire(6), detonation(5), flash_explosion(10), flash_spread(10), shell_cost(-70), anti_fire(5), shell_weight(-4.3)",explosive_1,,$technology_desc_projectile_explosive_8,"""Nitrocellulose"" or ""Gun Cotton"" is the basic explosive material used in warfare and an improved formula increases its blast effect. *Shells, torpedoes, mines inflict +5% damage, Reduces chance of magazine detonation -3%*",,
projectile_explosive_9,projectile_explosive,,$component_name_short_explosive_2,1897,2,26,"shell_damage(10), he_damage(50), he_fire(200), detonation(-40), flash_explosion(-40), flash_spread(-40), penetration(-30), shell_cost(-250), shell_weight(-1.2), anti_fire(-10)",explosive_2,,$technology_desc_projectile_explosive_9,"The common Lyddite is a high explosive mainly composed from picric acid and is less sensitive to premature detonation, making it safer in storage condition and more effective when used as explosive charge. *Shells, torpedoes, mines inflict +5% damage, Reduces chance of magazine detonation -3%*",,
projectile_explosive_10,projectile_explosive,,$technology_name_projectile_explosive_10,1902,2,26,"he_damage(-5), he_fire(-10), detonation(20), flash_explosion(20), flash_spread(20), penetration(3), shell_cost(-190), anti_fire(10), shell_weight(2.5)",explosive_3,,$technology_desc_projectile_explosive_10,"The common Lyddite is a high explosive mainly composed from picric acid and is less sensitive to premature detonation, making it safer in storage condition and more effective when used as explosive charge. *Shells, torpedoes, mines inflict +5% damage, Reduces chance of magazine detonation -3%*",,
projectile_explosive_11,projectile_explosive,,$component_name_short_explosive_4,1906,1,26,"shell_damage(-6), he_damage(-20), he_fire(-25), detonation(25), flash_explosion(25), flash_spread(25), penetration(8), shell_cost(-220), anti_fire(10), shell_weight(-2.3)",explosive_4,,$technology_desc_projectile_explosive_11,,,
projectile_explosive_12,projectile_explosive,,$component_name_short_explosive_5,1915,1,26,"shell_damage(-4), he_damage(25), he_fire(55), detonation(10), flash_explosion(10), flash_spread(15), penetration(2), shell_cost(-140), anti_fire(5), shell_weight(1.8)",explosive_5,,$technology_desc_projectile_explosive_12,,,
projectile_explosive_13,projectile_explosive,,$technology_name_projectile_explosive_13,1921,2,26,"shell_damage(7), he_damage(35), he_fire(125), detonation(-25), flash_explosion(-25), flash_spread(-20), penetration(-20), shell_cost(-200), shell_weight(1.6), anti_fire(-5)",explosive_6,,$technology_desc_projectile_explosive_13,"Trinitrotoluene, as it is otherwise known, in its advanced form is the new standard of high explosive material. TNT-filled armor-piercing shells explode after they penetrate the armor, whereas the previous Lyddite-filled shells tended to explode upon striking armor, thus expending most of their energy inefficiently. *Shells, torpedoes, mines inflict +7.5% damage, Reduces chance of magazine detonation -5%* ",,
projectile_explosive_14,projectile_explosive,,$component_name_short_explosive_7,1926,1,26,"shell_damage(22), penetration(6), he_damage(5), he_fire(15), detonation(-10), flash_explosion(-5), flash_spread(-5), shell_cost(-300), anti_fire(-5), shell_weight(1.9)",explosive_7,,$technology_desc_projectile_explosive_14,,,
projectile_explosive_15,projectile_explosive,,$technology_name_projectile_explosive_15,1931,2,26,"shell_damage(5), he_damage(25), he_fire(85), detonation(-15), flash_explosion(-15), flash_spread(-10), penetration(-10), shell_cost(-350), shell_weight(2.6), anti_fire(-3)",explosive_8,,$technology_desc_projectile_explosive_15,,,
projectile_explosive_16,projectile_explosive,,$technology_name_projectile_explosive_16,1941,2,26,"shell_damage(33), penetration(4), he_damage(-5), he_fire(-10), detonation(15), flash_explosion(15), flash_spread(15), shell_cost(-400), anti_fire(5), shell_weight(-2.7)",explosive_9,,$technology_desc_projectile_explosive_16,,,
projectile_explosive_17,projectile_explosive,,$component_name_short_propellant_0,1890,,26,"start, shell_velocity(-4.7), range(-4.2), reload(-7), shell_weight(-17), hull(-2), accuracy(-5)",propellant_0,,$technology_desc_projectile_explosive_17,,,
projectile_explosive_18,projectile_explosive,,$component_name_short_propellant_1,1893,1,26,"shell_velocity(1.3), range(0.8), penetration(3), shell_cost(-50), shell_weight(3), detonation(-7.5), flash(-7.5), flash_explosion(-10), flash_spread(-20), accuracy(4)",propellant_1,,$technology_desc_projectile_explosive_18,,,
projectile_explosive_19,projectile_explosive,,$component_name_short_propellant_2,1896,2,26,"shell_velocity(3.7), range(2.9), penetration(7.5), detonation(-15), flash(2.5), flash_spread(-45), flash_explosion(-15), shell_cost(-100), accuracy(-3)",propellant_2,,$technology_desc_projectile_explosive_19,"A new smokeless propellant made from two high explosives, nitrocellulose and nitroglycerine increases the muzzle velocity of shells. *Shells have +1% armor penetration, +2% range, Reduces chance of magazine detonation -3%*",,
projectile_explosive_20,projectile_explosive,,$technology_name_projectile_explosive_20,1900,2,26,"shell_velocity(5), range(4.7), penetration(13.5), detonation(-10), flash(-35), flash_spread(-35), flash_explosion(-35), shell_cost(-150), shell_weight(-4.3), anti_fire(-10), accuracy(-4)",propellant_3,,$technology_desc_projectile_explosive_20,"Cordite is manufactured in thin cylindrical or cord form and is a very powerful and thermally efficient propellant. *Shells have +3% armor penetration, +1% range, Reduces chance of magazine detonation -3%*",,
projectile_explosive_21,projectile_explosive,,$technology_name_projectile_explosive_21,1906,1,26,"shell_velocity(4), range(3.8), penetration(10.5), detonation(-5), flash(-22.5), flash_explosion(-15), flash_spread(-10), shell_weight(-5), shell_cost(-200), anti_fire(-5), accuracy(-3)",propellant_4,,$technology_desc_projectile_explosive_21,,,
projectile_explosive_22,projectile_explosive,,$technology_name_projectile_explosive_22,1912,1,26,"shell_velocity(-2.5), range(-2.1), penetration(4), detonation(35), flash(35), flash_explosion(35), flash_spread(35), shell_weight(-6), shell_cost(-250), accuracy(4)",propellant_5,,$technology_desc_projectile_explosive_22,,,
projectile_explosive_23,projectile_explosive,,$technology_name_projectile_explosive_23,1915,1,26,"shell_velocity(1.6), range(1.2), penetration(5), detonation(20), flash(20), flash_explosion(20), flash_spread(20), shell_weight(3), shell_cost(-300), accuracy(2)",propellant_6,,$technology_desc_projectile_explosive_23,,,
projectile_explosive_24,projectile_explosive,,$technology_name_projectile_explosive_24,1927,1,26,"shell_velocity(2), range(1.7), penetration(8.5), detonation(15), flash(5), flash_explosion(5), flash_spread(5), shell_weight(-4.5), shell_cost(-350), accuracy(-1)",propellant_7,,$technology_desc_projectile_explosive_24,,,
projectile_explosive_25,projectile_explosive,,$technology_name_projectile_explosive_25,1938,1,26,"shell_velocity(-4), range(-3.5), penetration(3.5), detonation(45), flash(45), flash_explosion(45), flash_spread(45), shell_cost(-400), shell_weight(-7), accuracy(3)",propellant_8,,$technology_desc_projectile_explosive_25,,,
projectile_explosive_26,projectile_explosive,,$technology_name_projectile_explosive_26,1940,1,26,"shell_velocity(4.2), range(3.7), penetration(8), detonation(25), flash(15), flash_explosion(15), flash_spread(15), shell_weight(-3.5), shell_cost(-450), accuracy(3)",propellant_9,,$technology_desc_projectile_explosive_26,,,
projectile_explosive_27,projectile_explosive,,$technology_name_projectile_explosive_27,1916,2,26,"range(2), detonation(5), flash(5), flash_explosion(5), flash_spread(10), penetration(2)",,,$technology_desc_projectile_explosive_27,"Improved triple base propellants, compomized by three chemical substances have more detonation velocity and are safer for shipboard magazine storage. *Shells +1% armor penetration, +2% range, , Reduces chance of magazine detonation -5%*",,
projectile_explosive_28,projectile_explosive,,$technology_name_projectile_explosive_28,1921,2,26,"gun_damage(5), torpedo_damage(5), detonation(5), flash(2.5), flash_spread(5), flash_explosion(2.5)",,mine_dmg(5),$technology_desc_projectile_explosive_28,"Using crude TNT and some other compounds such as ammonium nitrate, ammonal, schneiderite and amatol the explosive charge becomes more powerful and stable. *Shells, torpedoes, mines +5% damage, Reduces chance of magazine detonation -5%*",,
projectile_explosive_37,projectile_explosive,,$technology_name_projectile_explosive_37,1895,2,26,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_38,projectile_explosive,,$technology_name_projectile_explosive_38,1900,2,26,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_39,projectile_explosive,,$technology_name_projectile_explosive_39,1910,2,26,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_40,projectile_explosive,,$technology_name_projectile_explosive_40,1920,2,26,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_41,projectile_explosive,,$technology_name_projectile_explosive_41,1930,2,26,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_42,projectile_explosive,,$technology_name_projectile_explosive_42,1940,2,26,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_43,projectile_explosive,,$technology_name_projectile_explosive_43,1895,2,26,mine_dmg(5),,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_44,projectile_explosive,,$technology_name_projectile_explosive_44,1900,2,26,mine_dmg(5),,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_45,projectile_explosive,,$technology_name_projectile_explosive_45,1910,2,26,mine_dmg(5),,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_46,projectile_explosive,,$technology_name_projectile_explosive_46,1920,2,26,mine_dmg(5),,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_47,projectile_explosive,,$technology_name_projectile_explosive_47,1930,2,26,mine_dmg(5),,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_48,projectile_explosive,,$technology_name_projectile_explosive_48,1940,2,26,mine_dmg(5),,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_end,projectile_explosive,,$technology_name_projectile_explosive_end,1942,2,55,"end, shell_damage(0.5), penetration(0.5), detonation(1), flash(1), flash_explosion(1), flash_spread(1), shell_cost(-5), mine_dmg(0.5)",,,$technology_desc_projectile_explosive_end,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
# $techEffect_desc_submarine_exp,submarine_exp,,,,,,,,,,,,
submarine_exp_1,submarine_exp,,$technology_name_submarine_exp_1,1890,,98,submarine_exp(1),,,$technology_desc_submarine_exp_1,"Experimental submarine using steam power to move on water surface, based on Nordenfelt IV Class Submarine. *Leads to further experiments on submarine technology*",Leads to further experiments on submarine technology,
submarine_exp_2,submarine_exp,,$technology_name_submarine_exp_2,1892,1,98,submarine_exp(2),,,$technology_desc_submarine_exp_2,Allows submarines to move while submerged using the electrical battery. *Leads to further experiments on submarine technology*,Leads to further experiments on submarine technology,
submarine_exp_3,submarine_exp,,$technology_name_submarine_exp_3,1894,1,98,submarine_exp(3),,,$technology_desc_submarine_exp_3,"More complex periscope, adequate for modern military purposes. *Leads to further experiments on submarine technology*",Leads to further experiments on submarine technology,
submarine_exp_4,submarine_exp,,$technology_name_submarine_exp_4,1896,1,98,submarine_exp(4),,,$technology_desc_submarine_exp_4,"Experimental submarine using petrol engine to move on surface and electrical power while submerged, based on Holland Class VI submarine. *Leads to further experiments on submarine technology*",Leads to further experiments on submarine technology,
submarine_exp_5,submarine_exp,,$technology_name_submarine_exp_5,1899,1,98,submarine_exp(5),,,$technology_desc_submarine_exp_5,Kerosene is a type of petrol fuel which provides more engine power. *Leads to further experiments on submarine technology*,Leads to further experiments on submarine technology,
submarine_exp_6,submarine_exp,,$technology_name_submarine_exp_6,1903,2,98,submarine_exp(6),,,$technology_desc_submarine_exp_6,A Diesel engine is more reliable with much reduced flammability over Kerosene engines. *Enables the first military submarine for mass production*,Enables the first military submarine for mass production,
submarine_exp_7,submarine_exp,,$technology_name_submarine_exp_7,1904,,98,submarine_exp(7),,,$technology_desc_submarine_exp_7,A Diesel engine is more reliable with much reduced flammability over Kerosene engines. *Enables the first military submarine for mass production*,Enables the first military submarine for mass production,
# $techType_name_submarine_hull,submarine_hull,,,,,,,,,,,,
submarine_hull_1,submarine_hull,,$technology_name_submarine_hull_1,1905,,52,unlock(sub_ssc_1),,sub_ssc_1,$technology_desc_submarine_hull_1,"Latest technology allows the building of SSC class submarine up to 400 tons displacement with 2 tubes, 4 torpedoes",,
submarine_hull_2,submarine_hull,,$technology_name_submarine_hull_2,1907,,52,unlock(sub_ssc_2),,sub_ssc_2,$technology_desc_submarine_hull_2,"Latest technology allows the building of SSC class submarine up to 400 tons displacement with 2 tubes, 4 torpedoes",,
submarine_hull_3,submarine_hull,,$technology_name_submarine_hull_3,1911,,52,unlock(sub_ssc_3),,sub_ssc_3,$technology_desc_submarine_hull_3,"Latest technology allows the building of SSC class submarine up to 400 tons displacement with 2 tubes, 4 torpedoes",,
submarine_hull_4,submarine_hull,,$technology_name_submarine_hull_4,1915,,52,unlock(sub_ssc_4),,sub_ssc_4,$technology_desc_submarine_hull_4,"Latest technology allows the building of SSC class submarine up to 400 tons displacement with 2 tubes, 4 torpedoes",,
submarine_hull_5,submarine_hull,,$technology_name_submarine_hull_5,1924,,52,unlock(sub_ssc_5),,sub_ssc_5,$technology_desc_submarine_hull_5,"Latest technology allows the building of SSC class submarine up to 400 tons displacement with 2 tubes, 4 torpedoes",,
submarine_hull_6,submarine_hull,,$technology_name_submarine_hull_6,1937,,52,unlock(sub_ssc_6),,sub_ssc_6,$technology_desc_submarine_hull_6,"Latest technology allows the building of SSC class submarine up to 400 tons displacement with 2 tubes, 4 torpedoes",,
submarine_hull_7,submarine_hull,,$technology_name_submarine_hull_7,1911,,52,unlock(sub_sc_1),,sub_sc_1,$technology_desc_submarine_hull_7,"Latest technology allows the building of SC class submarine up to 800 tons displacement with up to 5 tubes, 14 torpedoes, 1x3 inch gun",,
submarine_hull_8,submarine_hull,,$technology_name_submarine_hull_8,1913,1,52,unlock(sub_sc_2),,sub_sc_2,$technology_desc_submarine_hull_8,"Latest technology allows the building of SC class submarine up to 1200 tons displacement with up to 6 tubes, 24 torpedoes, 1x 4 inch gun",,
submarine_hull_9,submarine_hull,,$technology_name_submarine_hull_9,1915,,52,unlock(sub_sc_3),,sub_sc_3,$technology_desc_submarine_hull_9,"Latest technology allows the building of SC class submarine up to 1200 tons displacement with up to 6 tubes, 24 torpedoes, 1x 4 inch gun",,
submarine_hull_10,submarine_hull,,$technology_name_submarine_hull_10,1919,,52,unlock(sub_sc_4),,sub_sc_4,$technology_desc_submarine_hull_10,"Latest technology allows the building of SC class submarine up to 1200 tons displacement with up to 6 tubes, 24 torpedoes, 1x 4 inch gun",,
submarine_hull_11,submarine_hull,,$technology_name_submarine_hull_11,1925,,52,unlock(sub_sc_5),,sub_sc_5,$technology_desc_submarine_hull_11,"Latest technology allows the building of SC class submarine up to 1200 tons displacement with up to 6 tubes, 24 torpedoes, 1x 4 inch gun",,
submarine_hull_12,submarine_hull,,$technology_name_submarine_hull_12,1934,,52,unlock(sub_sc_6),,sub_sc_6,$technology_desc_submarine_hull_12,"Latest technology allows the building of SC class submarine up to 1200 tons displacement with up to 6 tubes, 24 torpedoes, 1x 4 inch gun",,
submarine_hull_13,submarine_hull,,$technology_name_submarine_hull_13,1938,,52,unlock(sub_sc_7),,sub_sc_7,$technology_desc_submarine_hull_13,"Latest technology allows the building of SC class submarine up to 1200 tons displacement with up to 6 tubes, 24 torpedoes, 1x 4 inch gun",,
submarine_hull_14,submarine_hull,,$technology_name_submarine_hull_14,1942,,52,unlock(sub_sc_8),,sub_sc_8,$technology_desc_submarine_hull_14,"Latest technology allows the building of SC class submarine up to 1200 tons displacement with up to 6 tubes, 24 torpedoes, 1x 4 inch gun",,
submarine_hull_15,submarine_hull,,$technology_name_submarine_hull_15,1908,,63,unlock(sub_sm_1),,sub_sm_1,$technology_desc_submarine_hull_15,"Latest technology allows the building of SM class submarine up to 800 tons displacement displacement with up to 3 tubes, 6 torpedoes, 60 mines, Requirement: Minelaying Submarines Technology", Requirement: Minelaying Submarines Technology,
submarine_hull_16,submarine_hull,,$technology_name_submarine_hull_16,1910,,63,unlock(sub_sm_2),,sub_sm_2,$technology_desc_submarine_hull_16,"Latest technology allows the building of SM class submarine up to 800 tons displacement displacement with up to 3 tubes, 6 torpedoes, 60 mines, Requirement: Minelaying Submarines Technology", Requirement: Minelaying Submarines Technology,
submarine_hull_17,submarine_hull,,$technology_name_submarine_hull_17,1912,,63,unlock(sub_sm_3),,sub_sm_3,$technology_desc_submarine_hull_17,"Latest technology allows the building of SM class submarine up to 800 tons displacement displacement with up to 3 tubes, 6 torpedoes, 60 mines, Requirement: Minelaying Submarines Technology", Requirement: Minelaying Submarines Technology,
submarine_hull_18,submarine_hull,,$technology_name_submarine_hull_18,1914,,63,unlock(sub_sm_4),,sub_sm_4,$technology_desc_submarine_hull_18,"Latest technology allows the building of SM class submarine up to 800 tons displacement displacement with up to 3 tubes, 6 torpedoes, 60 mines, Requirement: Minelaying Submarines Technology", Requirement: Minelaying Submarines Technology,
submarine_hull_19,submarine_hull,,$technology_name_submarine_hull_19,1916,,63,unlock(sub_sm_5),,sub_sm_5,$technology_desc_submarine_hull_19,"Latest technology allows the building of SM class submarine up to 800 tons displacement displacement with up to 3 tubes, 6 torpedoes, 60 mines, Requirement: Minelaying Submarines Technology", Requirement: Minelaying Submarines Technology,
submarine_hull_20,submarine_hull,,$technology_name_submarine_hull_20,1918,,63,unlock(sub_sm_6),,sub_sm_6,$technology_desc_submarine_hull_20,"Latest technology allows the building of SM class submarine up to 800 tons displacement displacement with up to 3 tubes, 6 torpedoes, 60 mines, Requirement: Minelaying Submarines Technology", Requirement: Minelaying Submarines Technology,
submarine_hull_21,submarine_hull,,$technology_name_submarine_hull_21,1927,,63,unlock(sub_sm_7),,sub_sm_7,$technology_desc_submarine_hull_21,"Latest technology allows the building of SM class submarine up to 800 tons displacement displacement with up to 3 tubes, 6 torpedoes, 60 mines, Requirement: Minelaying Submarines Technology", Requirement: Minelaying Submarines Technology,
# $techType_name_sub_surv,sub_surv,,,,,,,,,,,,
