#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
3372,,Aleksandr Nevskii,russia,ca,,,,,,
3373,,Kniaz Dovmont,russia,ca,,,,,,
3374,,Kniaz Vladimir,russia,ca,,,,,,
3375,,Graf Orlov,russia,ca,,,,,,
3376,,Alexandr Menshikov,russia,ca,,,,,,
3377,,Sviatoslav,russia,ca,,,,,,
3378,,Admiral Nakhimov,russia,ca,,,,,,
3379,,Pamiat Azova,russia,ca,,,,,,
3380,,Rurik,russia,ca,,,,,,
3381,,Rossia,russia,ca,,,,,,
3382,,Gromoboi,russia,ca,,,,,,
3383,,Bayan,russia,ca,,,,,,
3384,,Gleb,russia,ca,,,,,,
3385,,Boris,russia,ca,,,,,,
3386,,Viktor,russia,ca,,,,,,
3387,,Evropa,russia,ca,,,,,,
3388,,Aziya,russia,ca,,,,,,
3389,,Amerika,russia,ca,,,,,,
3390,,Afrika,russia,ca,,,,,,
3391,,Admiral Makarov,russia,ca,,,,,,
3392,,Pallada,russia,ca,,,,,,
3393,,Shtandart,russia,ca,,,,,,
3394,,Kronshlot,russia,ca,,,,,,
3395,,Triumf,russia,ca,,,,,,
3396,,Derpt,russia,ca,,,,,,
3397,,Ivan-Gorod,russia,ca,,,,,,
3398,,Olifant,russia,ca,,,,,,
3399,,Arkhangel Rafail,russia,ca,,,,,,
3400,,Arkhangel Mikhail,russia,ca,,,,,,
3401,,Sviataya Ekaterina,russia,ca,,,,,,
3402,,Sviataya Natal'ya,russia,ca,,,,,,
3403,,Sviatoi Isaakii,russia,ca,,,,,,
3404,,Ioann Bogoslov,russia,ca,,,,,,
3405,,Neptun,russia,ca,,,,,,
3406,,Isaak-Viktoriya,russia,ca,,,,,,
3407,,Novaya Nadezhda,russia,ca,,,,,,
3408,,Severnaya Zvezda,russia,ca,,,,,,
3409,,Severnyi Oryol,russia,ca,,,,,,
3410,,Slava Rossii,russia,ca,,,,,,
3411,,Derbent,russia,ca,,,,,,
3412,,Blagopoluchiye,russia,ca,,,,,,
3413,,Deris,russia,ca,,,,,,
3414,,Vitiaz,russia,cl,,,,,,
3415,,Rynda,russia,cl,,,,,,
3416,,Admiral Kornilov,russia,cl,,,,,,
3417,,Diana,russia,cl,,,,,,
3418,,Aurora,russia,cl,,,,,,
3419,,Varyag,russia,cl,,,,,,
3420,,Askold,russia,cl,,,,,,
3421,,Bogatyr,russia,cl,,,,,,
3422,,Kagul,russia,cl,,,,,,
3423,,Ochakov,russia,cl,,,,,,
3424,,Pamiat Merkuria,russia,cl,,,,,,
3425,,Oleg,russia,cl,,,,,,
3426,,Novik,russia,cl,,,,,,
3427,,Boyarin,russia,cl,,,,,,
3428,,Zhemchug,russia,cl,,,,,,
3429,,Izumrud,russia,cl,,,,,,
3430,,Prut,russia,cl,,,,,,
3431,,Muraviev-Amurski,russia,cl,,,,,,
3432,,Admiral Nevel‘skoi,russia,cl,,,,,,
3433,,Svetlana,russia,cl,,,,,,
3434,,Almaz,russia,cl,,,,,,
3435,,Leytenant Ilyin,russia,cl,,,,,,
3436,,Kapitan Saken,russia,cl,,,,,,
3437,,Kazarskii,russia,cl,,,,,,
3438,,Voyevoda,russia,cl,,,,,,
3439,,Posadnik,russia,cl,,,,,,
3440,,Vsadnik,russia,cl,,,,,,
3441,,Gaidamak,russia,cl,,,,,,
3442,,Griden,russia,cl,,,,,,
3443,,Abrek,russia,cl,,,,,,
3444,,Kavkaz,russia,cl,,,,,,
3445,,Kuban,russia,cl,,,,,,
3446,,Don,russia,cl,,,,,,
3447,,Ural,russia,cl,,,,,,
3448,,Terek,russia,cl,,,,,,
3449,,Dnepr,russia,cl,,,,,,
3450,,Volga,russia,cl,,,,,,
3451,,Rion,russia,cl,,,,,,
3452,,Rus,russia,cl,,,,,,
3453,,Leitenant Dadymov,russia,cl,,,,,,
3454,,Profintern,russia,cl,,,,,,
3455,,Admiral Butakov,russia,cl,,,,,,
3456,,Admiral Spiridov,russia,cl,,,,,,
3457,,Admiral Greig,russia,cl,,,,,,
3458,,Admiral Lazarev,russia,cl,,,,,,
3459,,General Kornilov,russia,cl,,,,,,
3460,,Admiral Istomin,russia,cl,,,,,,
3461,,Kerch,russia,cl,,,,,,
3462,,Mikhail Kutuzov,russia,cl,,,,,,
3463,,Tallin,russia,cl,,,,,,
3464,,Dmitrii Pozharskii,russia,cl,,,,,,
3465,,Sokol,russia,dd,,,,,,
3466,,Yastreb,russia,dd,,,,,,
3467,,Korshun,russia,dd,,,,,,
3468,,Nyrok,russia,dd,,,,,,
3469,,Voron,russia,dd,,,,,,
3470,,Gagara,russia,dd,,,,,,
3471,,Filin,russia,dd,,,,,,
3472,,Sova,russia,dd,,,,,,
3473,,Albatros,russia,dd,,,,,,
3474,,Berkut,russia,dd,,,,,,
3475,,Krechet,russia,dd,,,,,,
3476,,Lebed,russia,dd,,,,,,
3477,,Pelikan,russia,dd,,,,,,
3478,,Pavlin,russia,dd,,,,,,
3479,,Fazan,russia,dd,,,,,,
3480,,Kondor,russia,dd,,,,,,
3481,,Bekas,russia,dd,,,,,,
3482,,Smelyi,russia,dd,,,,,,
3483,,Skoryi,russia,dd,,,,,,
3484,,Statnyi,russia,dd,,,,,,
3485,,Steregushchiy,russia,dd,,,,,,
3486,,Strashnyi,russia,dd,,,,,,
3487,,Storozhevoy,russia,dd,,,,,,
3488,,Sil‘nyi,russia,dd,,,,,,
3489,,Stroynyi,russia,dd,,,,,,
3490,,Razyashchiy,russia,dd,,,,,,
3491,,Rastoropnyi,russia,dd,,,,,,
3492,,Leitenant Burakov,russia,dd,,,,,,
3493,,Buinyi,russia,dd,,,,,,
3494,,Boikiy,russia,dd,,,,,,
3495,,Burnyi,russia,dd,,,,,,
3496,,Bravyi,russia,dd,,,,,,
3497,,Blestyashchiy,russia,dd,,,,,,
3498,,Bedovyi,russia,dd,,,,,,
3499,,Bodryi,russia,dd,,,,,,
3500,,Bezuprechnyi,russia,dd,,,,,,
3501,,Vidnyi,russia,dd,,,,,,
3502,,Groznyi,russia,dd,,,,,,
3503,,Gromkiy,russia,dd,,,,,,
3504,,Gromiashchiy,russia,dd,,,,,,
3505,,Zavetnyi,russia,dd,,,,,,
3506,,Zavidnyi,russia,dd,,,,,,
3507,,Zhivoy,russia,dd,,,,,,
3508,,Rybets,russia,dd,,,,,,
3509,,Zhutkiy,russia,dd,,,,,,
3510,,Zharkiy,russia,dd,,,,,,
3511,,Zhivuchiy,russia,dd,,,,,,
3512,,Leitenant Pushchin,russia,dd,,,,,,
3513,,Zadornyi,russia,dd,,,,,,
3514,,Zvonkiy,russia,dd,,,,,,
3515,,Zorkiy,russia,dd,,,,,,
3516,,Metkiy,russia,dd,,,,,,
3517,,Molodetskiy,russia,dd,,,,,,
3518,,Moshchnyi,russia,dd,,,,,,
3519,,Iskusnyi,russia,dd,,,,,,
3520,,Ispolnitelnyi,russia,dd,,,,,,
3521,,Krepkiy,russia,dd,,,,,,
3522,,Liogkiy,russia,dd,,,,,,
3523,,Lovkiy,russia,dd,,,,,,
3524,,Letuchiy,russia,dd,,,,,,
3525,,Likhoy,russia,dd,,,,,,
3526,,Tviordyi,russia,dd,,,,,,
3527,,Tochnyi,russia,dd,,,,,,
3528,,Trevozhnyi,russia,dd,,,,,,
3529,,Inzhener-Leitenant Maleev,russia,dd,,,,,,
3530,,Kapitan Yurasovskiy,russia,dd,,,,,,
3531,,Leitenant Sergeev,russia,dd,,,,,,
3532,,Inzhener-mekhanik Zverev,russia,dd,,,,,,
3533,,Inzhener-mekhanik Dmitriev,russia,dd,,,,,,
3534,,Bditelnyi,russia,dd,,,,,,
3535,,Boevoi,russia,dd,,,,,,
3536,,Vnimatelnyi,russia,dd,,,,,,
3537,,Vynoslivyi,russia,dd,,,,,,
3538,,Vnushitelnyi,russia,dd,,,,,,
3539,,Del‘nyi,russia,dd,,,,,,
3540,,Deyatel‘nyi,russia,dd,,,,,,
3541,,Dostoinyi,russia,dd,,,,,,
3542,,Emir Bukharskiy,russia,dd,,,,,,
3543,,Finn,russia,dd,,,,,,
3544,,Moskvityanin,russia,dd,,,,,,
3545,,Dobrovolets,russia,dd,,,,,,
3546,,Vsadnik,russia,dd,,,,,,
3547,,Sladkov,russia,dd,,,,,,
3548,,Gaidamak,russia,dd,,,,,,
3549,,Amurets,russia,dd,,,,,,
3550,,Zhelezniakov,russia,dd,,,,,,
3551,,Ussuriets,russia,dd,,,,,,
3552,,Roshal,russia,dd,,,,,,
3553,,Okhotnik,russia,dd,,,,,,
3554,,General Kondratenko,russia,dd,,,,,,
3555,,Sibirskiy strelok,russia,dd,,,,,,
3556,,Pogranichnik,russia,dd,,,,,,
3557,,Voiskovoy,russia,dd,,,,,,
3558,,Trukhmenets,russia,dd,,,,,,
3559,,Kazanets,russia,dd,,,,,,
3560,,Donskoy Kazak,russia,dd,,,,,,
3561,,Zabaykalets,russia,dd,,,,,,
3562,,Leitenant Shestakov,russia,dd,,,,,,
3563,,Kapitan Saken,russia,dd,,,,,,
3564,,Kapitan-leitenant Baranov,russia,dd,,,,,,
3565,,Leytenant Zatsarenni,russia,dd,,,,,,
3566,,Derzky,russia,dd,,,,,,
3567,,Bespokoiny,russia,dd,,,,,,
3568,,Gnevnyi,russia,dd,,,,,,
3569,,Derzkiy,russia,dd,,,,,,
3570,,Pronzitelnyi,russia,dd,,,,,,
3571,,Pospeshnyi,russia,dd,,,,,,
3572,,Shchastlivyi,russia,dd,,,,,,
3573,,Bystryi,russia,dd,,,,,,
3574,,Pylkiy,russia,dd,,,,,,
3575,,Pobeditel,russia,dd,,,,,,
3576,,Zabiyaka,russia,dd,,,,,,
3577,,Grom,russia,dd,,,,,,
3578,,Orfey,russia,dd,,,,,,
3579,,Letun,russia,dd,,,,,,
3580,,Desna,russia,dd,,,,,,
3581,,Azard,russia,dd,,,,,,
3582,,Samson,russia,dd,,,,,,
3583,,Gavril,russia,dd,,,,,,
3584,,Leitenant Ilyin,russia,dd,,,,,,
3585,,Kapitan Izylmetyev,russia,dd,,,,,,
3586,,Gavriil,russia,dd,,,,,,
3587,,Kapitan Belli,russia,dd,,,,,,
3588,,Miklukho-Maklay,russia,dd,,,,,,
3589,,Kapitan Kern,russia,dd,,,,,,
3590,,Konstantin,russia,dd,,,,,,
3591,,Dzhigit,russia,dd,,,,,,
3592,,Vladimir,russia,dd,,,,,,
3593,,Kapitan Konon Zotov,russia,dd,,,,,,
3594,,Kapitan Crown,russia,dd,,,,,,
3595,,Leitenant Dubasov,russia,dd,,,,,,
3596,,Mikhail,russia,dd,,,,,,
3597,,Mecheslav,russia,dd,,,,,,
3598,,Leitenant Lombard,russia,dd,,,,,,
3599,,Almirante Guise,russia,dd,,,,,,
3600,,Avtroil,russia,dd,,,,,,
3601,,Izyaslav,russia,dd,,,,,,
3602,,Vsevolod,russia,dd,,,,,,
3603,,Vysheslav,russia,dd,,,,,,
3604,,Rodislav,russia,dd,,,,,,
3605,,Boleslav,russia,dd,,,,,,
3606,,Gromonosets,russia,dd,,,,,,
3607,,Pryamislav,russia,dd,,,,,,
3608,,Bryachislav,russia,dd,,,,,,
3609,,Fiodor Stratilat,russia,dd,,,,,,
3610,,Fidonisy,russia,dd,,,,,,
3611,,Gadzhibey,russia,dd,,,,,,
3612,,Kaliakriya,russia,dd,,,,,,
3613,,Zante,russia,dd,,,,,,
3614,,Gogland,russia,dd,,,,,,
3615,,Kulm,russia,dd,,,,,,
3616,,Delfin,russia,ss,,,,,,
3617,,Kasatka,russia,ss,,,,,,
3618,,Ugor,russia,ss,,,,,,
3619,,Forel,russia,ss,,,,,,
3620,,Osetr,russia,ss,,,,,,
3621,,Bychok,russia,ss,,,,,,
3622,,Kefal,russia,ss,,,,,,
3623,,Paltus,russia,ss,,,,,,
3624,,Plotva,russia,ss,,,,,,
3625,,Sig,russia,ss,,,,,,
3626,,Keta,russia,ss,,,,,,
3627,,Makrel,russia,ss,,,,,,
3628,,Nalim,russia,ss,,,,,,
3629,,Okun,russia,ss,,,,,,
3630,,Skat,russia,ss,,,,,,
3631,,Som,russia,ss,,,,,,
3632,,Beluga,russia,ss,,,,,,
3633,,Losos,russia,ss,,,,,,
3634,,Peskar,russia,ss,,,,,,
3635,,Schuka,russia,ss,,,,,,
3636,,Sterlya,russia,ss,,,,,,
3637,,Sudak,russia,ss,,,,,,
3638,,Minoga,russia,ss,,,,,,
3639,,Akula,russia,ss,,,,,,
3640,,Karp,russia,ss,,,,,,
3641,,Kaiman,russia,ss,,,,,,
3642,,Morzh,russia,ss,,,,,,
3643,,Narval,russia,ss,,,,,,
3644,,Krab,russia,ss,,,,,,
3645,,Golland,russia,ss,,,,,,
3646,,Bars,russia,ss,,,,,,
3647,,Kambala,russia,ss,,,,,,
3648,,Karas,russia,ss,,,,,,
3649,,Alligator,russia,ss,,,,,,
3650,,Krokodil,russia,ss,,,,,,
3651,,Drakon,russia,ss,,,,,,
3652,,Vzryv,russia,tb,,,,,,
3653,,Batum,russia,tb,,,,,,
3654,,Sukhum,russia,tb,,,,,,
3655,,Poti,russia,tb,,,,,,
3656,,Gagry,russia,tb,,,,,,
3657,,Gelendjik,russia,tb,,,,,,
3658,,Kotlin,russia,tb,,,,,,
3659,,Sveaborg,russia,tb,,,,,,
3660,,Vyborg,russia,tb,,,,,,
3661,,Abo,russia,tb,,,,,,
3662,,Yalta,russia,tb,,,,,,
3663,,Yanchikhe,russia,tb,,,,,,
3664,,Adler,russia,tb,,,,,,
3665,,Anakriya,russia,tb,,,,,,
3666,,Nargen,russia,tb,,,,,,
3667,,Biorke,russia,tb,,,,,,
3668,,Borgo,russia,tb,,,,,,
3669,,Anara,russia,tb,,,,,,
3670,,Dago,russia,tb,,,,,,
3671,,Pernov,russia,tb,,,,,,
3672,,Tosna,russia,tb,,,,,,
3673,,Aspe,russia,tb,,,,,,
3674,,Sestroretsk,russia,tb,,,,,,
3675,,Ussuri,russia,tb,,,,,,
3676,,Lastochka,russia,tb,,,,,,
3677,,Podvizhnyy,russia,tb,,,,,,
3678,,Poryvistyy,russia,tb,,,,,,
3679,,Primernyy,russia,tb,,,,,,
3680,,Porazhayushchiy,russia,tb,,,,,,
3681,,Prozorlivyy,russia,tb,,,,,,
3682,,Pronzitelnyy,russia,tb,,,,,,
3683,,Vnimatelnyy,russia,tb,,,,,,
3684,,Lyotnyy,russia,tb,,,,,,
3685,,Drakon,russia,tb,,,,,,
3686,,Vorona,russia,tb,,,,,,
3687,,Oryol,russia,tb,,,,,,
3688,,Kefal,russia,tb,,,,,,
3689,,Chizhik,russia,tb,,,,,,
3690,,Galka,russia,tb,,,,,,
3691,,Kasatka,russia,tb,,,,,,
3692,,Podorozhnik,russia,tb,,,,,,
3693,,Selezen,russia,tb,,,,,,
3694,,Mech,russia,tb,,,,,,
3695,,Samopal,russia,tb,,,,,,
3696,,Shchuka,russia,tb,,,,,,
3697,,Skumbriya,russia,tb,,,,,,
3698,,Sirena,russia,tb,,,,,,
3699,,Skorpion,russia,tb,,,,,,
3700,,Nerpa,russia,ss,,,,,,
3701,,Tyulen,russia,ss,,,,,,
3702,,Kit,russia,ss,,,,,,
3703,,Kashalot,russia,ss,,,,,,
3704,,Edinorog,russia,ss,,,,,,
3705,,Gepard,russia,ss,,,,,,
3706,,Kuguar,russia,ss,,,,,,
3707,,Leopard,russia,ss,,,,,,
3708,,Lvitsa,russia,ss,,,,,,
3709,,Pantera,russia,ss,,,,,,
3710,,Tigr,russia,ss,,,,,,
3711,,Tur,russia,ss,,,,,,
3712,,Vepr,russia,ss,,,,,,
3713,,Volk,russia,ss,,,,,,
3714,,Yaguar,russia,ss,,,,,,
3715,,Yaz,russia,ss,,,,,,
3716,,Zmeya,russia,ss,,,,,,
3717,,Erzh,russia,ss,,,,,,
3718,,Burevestnik,russia,ss,,,,,,
3719,,Lebed,russia,ss,,,,,,
3720,,Orlan,russia,ss,,,,,,
3721,,Utka,russia,ss,,,,,,
3722,,Dekabrist,russia,ss,,,,,,
3723,,Pravda,russia,ss,,,,,,
3724,,Malyutka,russia,ss,,,,,,
3725,,Zvezda,russia,ss,,,,,,
3726,,Iskra,russia,ss,,,,,,
###,,,spain,,,,,,,
3728,,Alejandro I,spain,bb,,,,,,
3729,,Alfonso XIII,spain,bb,,,,,,
3730,,Algeciras,spain,bb,,,,,,
3731,,Almudena,spain,bb,,,,,,
3732,,América,spain,bb,,,,,,
3733,,Andalucía,spain,bb,,,,,,
3734,,Ángel de la Guarda,spain,bb,,,,,,
3735,,Aquiles,spain,bb,,,,,,
3736,,Aquilón,spain,bb,,,,,,
3737,,Argonauta,spain,bb,,,,,,
3738,,Arrogante,spain,bb,,,,,,
3739,,Astuto,spain,bb,,,,,,
3740,,Atlante,spain,bb,,,,,,
3741,,Ave de Gracia,spain,bb,,,,,,
3742,,Bahama,spain,bb,,,,,,
3743,,Begoña,spain,bb,,,,,,
3744,,Bizarro,spain,bb,,,,,,
3745,,Brillante,spain,bb,,,,,,
3746,,Buen Consejo,spain,bb,,,,,,
3747,,Cambi,spain,bb,,,,,,
3748,,Campeón,spain,bb,,,,,,
3749,,Carmen,spain,bb,,,,,,
3750,,Castilla,spain,bb,,,,,,
3751,,Catalán,spain,bb,,,,,,
3752,,Censeur,spain,bb,,,,,,
3753,,Concepción,spain,bb,,,,,,
3754,,Conde de Regla,spain,bb,,,,,,
3755,,Conde de Tolosa,spain,bb,,,,,,
3756,,Conquistador,spain,bb,,,,,,
3757,,Constante,spain,bb,,,,,,
3758,,Contento,spain,bb,,,,,,
3759,,Dichoso,spain,bb,,,,,,
3760,,Diligente,spain,bb,,,,,,
3761,,Dragón,spain,bb,,,,,,
3762,,Emprendedor,spain,bb,,,,,,
3763,,Eolo,spain,bb,,,,,,
3764,,España,spain,bb,,,,,,
3765,,Esperanza,spain,bb,,,,,,
3766,,Estrella del Mar,spain,bb,,,,,,
3767,,Europa,spain,bb,,,,,,
3768,,Fama Volante,spain,bb,,,,,,
3769,,Fénix,spain,bb,,,,,,
3770,,Fernando VII,spain,bb,,,,,,
3771,,Firme,spain,bb,,,,,,
3772,,Fuerte,spain,bb,,,,,,
3773,,Galga,spain,bb,,,,,,
3774,,Galicia,spain,bb,,,,,,
3775,,Gallardo,spain,bb,,,,,,
3776,,Gallo Indiano,spain,bb,,,,,,
3777,,Genovés,spain,bb,,,,,,
3778,,Glorioso,spain,bb,,,,,,
3779,,Guadalupe,spain,bb,,,,,,
3780,,Guerrero,spain,bb,,,,,,
3781,,Guipúzcoa,spain,bb,,,,,,
3782,,Guipuzcoano,spain,bb,,,,,,
3783,,Halcón,spain,bb,,,,,,
3784,,Hector,spain,bb,,,,,,
3785,,Hércules,spain,bb,,,,,,
3786,,Hermione,spain,bb,,,,,,
3787,,Héroe,spain,bb,,,,,,
3788,,Incendio,spain,bb,,,,,,
3789,,Infanta,spain,bb,,,,,,
3790,,Infante,spain,bb,,,,,,
3791,,Intrépido,spain,bb,,,,,,
3792,,Invencible,spain,bb,,,,,,
3793,,Jaime I,spain,bb,,,,,,
3794,,Lanfranco,spain,bb,,,,,,
3795,,Las Vinas,spain,bb,,,,,,
3796,,Le Ferme,spain,bb,,,,,,
3797,,León,spain,bb,,,,,,
3798,,Magnánimo,spain,bb,,,,,,
3799,,Mejicano,spain,bb,,,,,,
3800,,Miño,spain,bb,,,,,,
3801,,Monarca,spain,bb,,,,,,
3802,,Montañés,spain,bb,,,,,,
3803,,Neptuno,spain,bb,,,,,,
3804,,Nueva España,spain,bb,,,,,,
3805,,Numancia I,spain,bb,,,,,,
3806,,Oriente,spain,bb,,,,,,
3807,,Paloma Indiana,spain,bb,,,,,,
3808,,Pelayo,spain,bb,,,,,,
3809,,Pembroke,spain,bb,,,,,,
3810,,Peruano,spain,bb,,,,,,
3811,,Plutón,spain,bb,,,,,,
3812,,Poder,spain,bb,,,,,,
3813,,Poderoso,spain,bb,,,,,,
3814,,Potencia,spain,bb,,,,,,
3815,,Princesa,spain,bb,,,,,,
3816,,Príncipe,spain,bb,,,,,,
3817,,Príncipe de Asturias,spain,bb,,,,,,
3818,,Purísima Concepcion,spain,bb,,,,,,
3819,,Rayo,spain,bb,,,,,,
3820,,Real Carlos,spain,bb,,,,,,
3821,,Real Familia,spain,bb,,,,,,
3822,,Real Felipe,spain,bb,,,,,,
3823,,Real Mazi,spain,bb,,,,,,
3824,,Reina,spain,bb,,,,,,
3825,,Reina Luisa,spain,bb,,,,,,
3826,,Reina Victoria Eugenia,spain,bb,,,,,,
3827,,Retiro,spain,bb,,,,,,
3828,,Rey Don Francisco de Asís,spain,bb,,,,,,
3829,,Rosa,spain,bb,,,,,,
3830,,Rubí,spain,bb,,,,,,
3831,,Salvador del Mundo,spain,bb,,,,,,
3832,,San Agustín,spain,bb,,,,,,
3833,,San Alejandro,spain,bb,,,,,,
3834,,San Antonio,spain,bb,,,,,,
3835,,San Carlos,spain,bb,,,,,,
3836,,San Cristobal,spain,bb,,,,,,
3837,,San Dámaso,spain,bb,,,,,,
3838,,San Dionisio,spain,bb,,,,,,
3839,,San Esteban,spain,bb,,,,,,
3840,,San Eugenio,spain,bb,,,,,,
3841,,San Felipe,spain,bb,,,,,,
3842,,San Felipe Apostol,spain,bb,,,,,,
3843,,San Fermín,spain,bb,,,,,,
3844,,San Fernando,spain,bb,,,,,,
3845,,San Foit,spain,bb,,,,,,
3846,,San Francisco,spain,bb,,,,,,
3847,,San Francisco de Asís,spain,bb,,,,,,
3848,,San Francisco de Paula,spain,bb,,,,,,
3849,,San Francisco Javier,spain,bb,,,,,,
3850,,San Fulgencio,spain,bb,,,,,,
3851,,San Gabriel 74,spain,bb,,,,,,
3852,,San Genaro,spain,bb,,,,,,
3853,,San Hermenegildo,spain,bb,,,,,,
3854,,San Ignacio,spain,bb,,,,,,
3855,,San Ildefons,spain,bb,,,,,,
3856,,San Isidoro,spain,bb,,,,,,
3857,,San Isidro,spain,bb,,,,,,
3858,,San Joaquín,spain,bb,,,,,,
3859,,San José,spain,bb,,,,,,
3860,,San Joseph,spain,bb,,,,,,
3861,,San Juan,spain,bb,,,,,,
3862,,San Juan Bautista,spain,bb,,,,,,
3863,,San Juan de Dios,spain,bb,,,,,,
3864,,San Juan de Sahagún,spain,bb,,,,,,
3865,,San Juan Nepomuceno,spain,bb,,,,,,
3866,,San Julián,spain,bb,,,,,,
3867,,San Justo,spain,bb,,,,,,
3868,,San Lorenzo,spain,bb,,,,,,
3869,,San Luis,spain,bb,,,,,,
3870,,San Luis Gonzaga,spain,bb,,,,,,
3871,,San Miguel,spain,bb,,,,,,
3872,,San Nicolás,spain,bb,,,,,,
3873,,San Pablo,spain,bb,,,,,,
3874,,San Pascual,spain,bb,,,,,,
3875,,San Pastor,spain,bb,,,,,,
3876,,San Pedro,spain,bb,,,,,,
3877,,San Pedro Alcántara,spain,bb,,,,,,
3878,,San Pedro Apóstol,spain,bb,,,,,,
3879,,San Rafael,spain,bb,,,,,,
3880,,San Ramón,spain,bb,,,,,,
3881,,San Sebastián,spain,bb,,,,,,
3882,,San Telmo,spain,bb,,,,,,
3883,,San Vicente,spain,bb,,,,,,
3884,,Santa Ana,spain,bb,,,,,,
3885,,Santa Barbara,spain,bb,,,,,,
3886,,Santa Isabel,spain,bb,,,,,,
3887,,Santa Rosa,spain,bb,,,,,,
3888,,Santa Rosa Palermo,spain,bb,,,,,,
3889,,Santa Teresa,spain,bb,,,,,,
3890,,Santiago,spain,bb,,,,,,
3891,,Santiago el Mayor,spain,bb,,,,,,
3892,,Santísima Trinidad,spain,bb,,,,,,
3893,,Santo Cristo de Burgos,spain,bb,,,,,,
3894,,Santo Domingo,spain,bb,,,,,,
3895,,Santo Tomas,spain,bb,,,,,,
3896,,Septentrión,spain,bb,,,,,,
3897,,Serio,spain,bb,,,,,,
3898,,Soberano,spain,bb,,,,,,
3899,,Soberbio,spain,bb,,,,,,
3900,,Terrible,spain,bb,,,,,,
3901,,Tigre,spain,bb,,,,,,
3902,,Tridente,spain,bb,,,,,,
3903,,Triunfante,spain,bb,,,,,,
3904,,Triunfo,spain,bb,,,,,,
3905,,Velasco,spain,bb,,,,,,
3906,,Vencedor,spain,bb,,,,,,
3907,,Victoria,spain,bb,,,,,,
3908,,Victorioso,spain,bb,,,,,,
3909,,Águila,spain,bc,,,,,,
3910,,Águila de Nantes,spain,bc,,,,,,
3911,,Águila Volante,spain,bc,,,,,,
3912,,Andalucia,spain,bc,,,,,,
3913,,Andalucia Baja,spain,bc,,,,,,
3914,,Anfítrite,spain,bc,,,,,,
3915,,Aretusa,spain,bc,,,,,,
3916,,Astrea Santa Bárbara,spain,bc,,,,,,
3917,,Astrolabio,spain,bc,,,,,,
3918,,Atocha,spain,bc,,,,,,
3919,,Aurora,spain,bc,,,,,,
3920,,Bailén,spain,bc,,,,,,
3921,,Burlandín,spain,bc,,,,,,
3922,,Ceres,spain,bc,,,,,,
3923,,Colón,spain,bc,,,,,,
3924,,Conde de Tolosa,spain,bc,,,,,,
3925,,Cornelia,spain,bc,,,,,,
3926,,Cortes,spain,bc,,,,,,
3927,,Diana,spain,bc,,,,,,
3928,,Dorada,spain,bc,,,,,,
3929,,El Burlando,spain,bc,,,,,,
3930,,El Chico,spain,bc,,,,,,
3931,,El Jardín de Tritón,spain,bc,,,,,,
3932,,El Real Jorge,spain,bc,,,,,,
3933,,El Selerais,spain,bc,,,,,,
3934,,Esmeralda,spain,bc,,,,,,
3935,,Esperanza,spain,bc,,,,,,
3936,,Estrella,spain,bc,,,,,,
3937,,Fama,spain,bc,,,,,,
3938,,Felipillo,spain,bc,,,,,,
3939,,Fenix,spain,bc,,,,,,
3940,,Fernandillo,spain,bc,,,,,,
3941,,Fidela,spain,bc,,,,,,
3942,,Flecha,spain,bc,,,,,,
3943,,Flora,spain,bc,,,,,,
3944,,Gaton,spain,bc,,,,,,
3945,,Gloria,spain,bc,,,,,,
3946,,Gusana,spain,bc,,,,,,
3947,,Hermiona,spain,bc,,,,,,
3948,,Hermione,spain,bc,,,,,,
3949,,Héroe,spain,bc,,,,,,
3950,,Iberia,spain,bc,,,,,,
3951,,Ifigenia,spain,bc,,,,,,
3952,,Iris,spain,bc,,,,,,
3953,,Isabel II,spain,bc,,,,,,
3954,,Juno,spain,bc,,,,,,
3955,,Júpiter,spain,bc,,,,,,
3956,,La Divina Pastora,spain,bc,,,,,,
3957,,La Flora,spain,bc,,,,,,
3958,,La Galga,spain,bc,,,,,,
3959,,La Griega,spain,bc,,,,,,
3960,,La Paloma,spain,bc,,,,,,
3961,,La Señora Sara,spain,bc,,,,,,
3962,,Lealtad,spain,bc,,,,,,
3963,,Ligera,spain,bc,,,,,,
3964,,Mahonesa,spain,bc,,,,,,
3965,,María Isabel,spain,bc,,,,,,
3966,,Medea,spain,bc,,,,,,
3967,,Mercurio,spain,bc,,,,,,
3968,,Minerva,spain,bc,,,,,,
3969,,Aránzazu,spain,bc,,,,,,
3970,,Pilar,spain,bc,,,,,,
3971,,Rosario,spain,bc,,,,,,
3972,,Palas,spain,bc,,,,,,
3973,,Pena,spain,bc,,,,,,
3974,,Peregrina,spain,bc,,,,,,
3975,,Perla,spain,bc,,,,,,
3976,,Perla de España,spain,bc,,,,,,
3977,,Pingue Pintado,spain,bc,,,,,,
3978,,Pingue Volante,spain,bc,,,,,,
3979,,Preciosa,spain,bc,,,,,,
3980,,Principe de Asturias,spain,bc,,,,,,
3981,,Pronta,spain,bc,,,,,,
3982,,Proserpina,spain,bc,,,,,,
3983,,Providencia,spain,bc,,,,,,
3984,,Prueba,spain,bc,,,,,,
3985,,Rebeca,spain,bc,,,,,,
