,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
"gun_10_x3_usa_bb, bc,ca,cl",,254,gun_10_x3,usa,"bb, bc,ca,cl",maine_gun_254_x3_a,1.08,1.15,1.15,1.3,ny_gun_210_x3,1.66,1.75,1.29,1.08,ny_gun_356_x3,0.9183557969,0.9425230547,1.2,1.01,ny_gun_356_x3,0.9183557969,0.9425230547,1.2,1.01,iowa_gun_406_x3,0.61,0.64,1.3,1.17,,,,,,,,,,
"gun_11_x1_usa_bb, bc,ca,cl",,279,gun_11_x1,usa,"bb, bc,ca,cl",maine_gun_254_x1_a,1.15,1.21,1.15,1.08,ny_gun_210_x1,1.76,1.85,1.29,0.89,ny_gun_356_x1,0.9666903125,0.9921295313,1.2,0.84,ny_gun_356_x1,0.9666903125,0.9921295313,1.2,0.84,iowa_gun_406_x1,0.64,0.69,1.3,0.99,,,,,,,,,,
"gun_11_x2_usa_bb, bc,ca,cl",,279,gun_11_x2,usa,"bb, bc,ca,cl",maine_gun_254_x2_a,1.15,1.21,1.15,1.08,ny_gun_210_x2,1.76,1.85,1.29,0.89,ny_gun_356_x2,0.9666903125,0.9921295313,1.2,0.84,ny_gun_356_x2,0.9666903125,0.9921295313,1.2,0.84,iowa_gun_406_x2,0.64,0.69,1.3,0.99,,,,,,,,,,
"gun_11_x3_usa_bb, bc,ca,cl",,279,gun_11_x3,usa,"bb, bc,ca,cl",maine_gun_254_x3_a,1.15,1.21,1.15,1.08,ny_gun_210_x3,1.76,1.85,1.29,0.89,ny_gun_356_x3,0.9666903125,0.9921295313,1.2,0.84,ny_gun_356_x3,0.9666903125,0.9921295313,1.2,0.84,iowa_gun_406_x3,0.64,0.69,1.3,0.99,,,,,,,,,,
"gun_12_x1_usa_bb, bc,ca",,305,gun_12_x1,usa,"bb, bc,ca",maine_gun_254_x1_a,1.22,1.27,1.15,1.1,ny_gun_210_x1,1.86,1.95,1.29,0.93,ny_gun_356_x1,1.01756875,1.044346875,1.2,0.88,ny_gun_356_x1,1.01756875,1.044346875,1.2,0.88,iowa_gun_406_x1,0.67,0.71,1.3,1.02,,,,,,,,,,
"gun_12_x2_usa_bb, bc,ca",,305,gun_12_x2,usa,"bb, bc,ca",maine_gun_254_x2_a,1.22,1.27,1.15,1.1,ny_gun_210_x2,1.86,1.95,1.29,0.93,ny_gun_356_x2,1.01756875,1.044346875,1.2,0.88,ny_gun_356_x2,1.01756875,1.044346875,1.2,0.88,iowa_gun_406_x2,0.67,0.71,1.3,1.02,,,,,,,,,,
"gun_12_x3_usa_bb, bc,ca",,305,gun_12_x3,usa,"bb, bc,ca",maine_gun_254_x3_a,1.22,1.27,1.15,1.1,ny_gun_210_x3,1.86,1.95,1.29,0.93,ny_gun_356_x3,1.01756875,1.044346875,1.2,0.88,ny_gun_356_x3,1.01756875,1.044346875,1.2,0.88,iowa_gun_406_x3,0.67,0.71,1.3,1.02,,,,,,,,,,
"gun_13_x1_usa_bb, bc,ca",,330,gun_13_x1,"usa, argentina, greece","bb, bc,ca",maine_gun_254_x1_a,1.29,1.36,1.15,1.13,ny_gun_356_x1,1.071125,1.0993125,1.2,0.9,ny_gun_356_x1,1.071125,1.0993125,1.2,0.9,iowa_gun_406_x1,0.71,0.75,1.3,1.03,iowa_gun_406_x1,0.71,0.75,1.3,1.03,,,,,,,,,,
"gun_13_x2_usa_bb, bc,ca",,330,gun_13_x2,"usa, argentina, greece","bb, bc,ca",maine_gun_254_x2_a,1.29,1.36,1.15,1.13,ny_gun_356_x2,1.071125,1.0993125,1.2,0.9,ny_gun_356_x2,1.071125,1.0993125,1.2,0.9,iowa_gun_406_x2,0.71,0.75,1.3,1.03,iowa_gun_406_x2,0.71,0.75,1.3,1.03,,,,,,,,,,
"gun_13_x3_usa_bb, bc,ca",,330,gun_13_x3,"usa, argentina, greece","bb, bc,ca",maine_gun_254_x3_a,1.29,1.36,1.15,1.13,ny_gun_356_x3,1.071125,1.0993125,1.2,0.9,ny_gun_356_x3,1.071125,1.0993125,1.2,0.9,iowa_gun_406_x3,0.71,0.75,1.3,1.03,iowa_gun_406_x3,0.71,0.75,1.3,1.03,,,,,,,,,,
"gun_14_x1_usa_bb, bc,ca",,356,gun_14_x1,"usa, argentina, greece","bb, bc,ca",ny_gun_356_x1,1.1,1.12125,1.18,0.93,ny_gun_356_x1,1.1,1.12125,1.18,0.93,ny_gun_356_x1,1.1,1.12125,1.18,0.93,iowa_gun_406_x1,0.75,0.8,1.3,1.06,iowa_gun_406_x1,0.75,0.8,1.3,1.06,,,,,,,,,,
"gun_14_x2_usa_bb, bc,ca",,356,gun_14_x2,"usa, argentina, greece","bb, bc,ca",ny_gun_356_x2,1.1,1.12125,1.18,0.93,ny_gun_356_x2,1.1,1.12125,1.18,0.93,ny_gun_356_x2,1.1,1.12125,1.18,0.93,iowa_gun_406_x2,0.75,0.8,1.3,1.06,iowa_gun_406_x2,0.75,0.8,1.3,1.06,,,,,,,,,,
"gun_14_x3_usa_bb, bc,ca",,356,gun_14_x3,"usa, argentina, greece","bb, bc,ca",ny_gun_356_x3,1.1,1.12125,1.18,0.93,ny_gun_356_x3,1.1,1.12125,1.18,0.93,ny_gun_356_x3,1.1,1.12125,1.18,0.93,iowa_gun_406_x3,0.75,0.8,1.3,1.06,iowa_gun_406_x3,0.75,0.8,1.3,1.06,,,,,,,,,,
"gun_15_x1_usa_bb, bc,ca",,381,gun_15_x1,"usa, argentina, greece","bb, bc,ca",ny_gun_356_x1,1.15,1.1895,1.18,0.95,ny_gun_356_x1,1.15,1.1895,1.18,0.95,ny_gun_356_x1,1.15,1.1895,1.18,0.95,iowa_gun_406_x1,0.8,0.85,1.3,1.06,iowa_gun_406_x1,0.8,0.849,1.3,1.06,,,,,,,,,,
"gun_15_x2_usa_bb, bc,ca",,381,gun_15_x2,"usa, argentina, greece","bb, bc,ca",ny_gun_356_x2,1.15,1.1895,1.18,0.95,ny_gun_356_x2,1.15,1.1895,1.18,0.95,ny_gun_356_x2,1.15,1.1895,1.18,0.95,iowa_gun_406_x2,0.8,0.85,1.3,1.06,iowa_gun_406_x2,0.8,0.849,1.3,1.06,,,,,,,,,,
"gun_15_x3_usa_bb, bc,ca",,381,gun_15_x3,"usa, argentina, greece","bb, bc,ca",ny_gun_356_x3,1.15,1.1895,1.18,0.95,ny_gun_356_x3,1.15,1.1895,1.18,0.95,ny_gun_356_x3,1.15,1.1895,1.18,0.95,iowa_gun_406_x3,0.8,0.85,1.3,1.06,iowa_gun_406_x3,0.8,0.849,1.3,1.06,,,,,,,,,,
"gun_16_x1_usa_bb, bc,ca",,406,gun_16_x1,"usa, argentina, greece","bb, bc,ca",ny_gun_356_x1,1.22,1.287,1.18,0.96,ny_gun_356_x1,1.22,1.287,1.18,0.96,iowa_gun_406_x1,0.85,0.9,1.3,1.06,iowa_gun_406_x1,0.85,0.9,1.3,1.06,iowa_gun_406_x1,0.85,0.89,1.3,1.06,,,,,,,,,,
"gun_16_x2_usa_bb, bc,ca",,406,gun_16_x2,"usa, argentina, greece","bb, bc,ca",ny_gun_356_x2,1.22,1.287,1.18,0.96,ny_gun_356_x2,1.22,1.287,1.18,0.96,iowa_gun_406_x2,0.85,0.9,1.3,1.06,iowa_gun_406_x2,0.85,0.9,1.3,1.06,iowa_gun_406_x2,0.85,0.89,1.3,1.06,,,,,,,,,,
"gun_16_x3_usa_bb, bc,ca",,406,gun_16_x3,"usa, argentina, greece","bb, bc,ca",ny_gun_356_x3,1.22,1.287,1.18,0.96,ny_gun_356_x3,1.22,1.287,1.18,0.96,iowa_gun_406_x3,0.85,0.9,1.3,1.06,iowa_gun_406_x3,0.85,0.9,1.3,1.06,iowa_gun_406_x3,0.85,0.89,1.3,1.06,,,,,,,,,,
"gun_17_x1_usa_bb, bc,ca",,432,gun_17_x1,"usa, greece","bb, bc,ca",ny_gun_356_x1,1.32,1.3845,1.2,0.94,ny_gun_356_x1,1.32,1.3845,1.2,0.94,iowa_gun_406_x1,0.9,0.96,1.3,1.06,iowa_gun_406_x1,0.9,0.96,1.3,1.06,iowa_gun_406_x1,0.9,0.96,1.3,1.06,,,,,,,,,,
"gun_17_x2_usa_bb, bc,ca",,432,gun_17_x2,"usa, greece","bb, bc,ca",ny_gun_356_x2,1.32,1.3845,1.2,0.94,ny_gun_356_x2,1.32,1.3845,1.2,0.94,iowa_gun_406_x2,0.9,0.96,1.3,1.06,iowa_gun_406_x2,0.9,0.96,1.3,1.06,iowa_gun_406_x2,0.9,0.96,1.3,1.06,,,,,,,,,,
"gun_17_x3_usa_bb, bc,ca",,432,gun_17_x3,"usa, greece","bb, bc,ca",ny_gun_356_x3,1.32,1.3845,1.2,0.94,ny_gun_356_x3,1.32,1.3845,1.2,0.94,iowa_gun_406_x3,0.9,0.96,1.3,1.06,iowa_gun_406_x3,0.9,0.96,1.3,1.06,iowa_gun_406_x3,0.9,0.96,1.3,1.06,,,,,,,,,,
"gun_18_x1_usa_bb, bc,ca",,457,gun_18_x1,"usa, greece","bb, bc,ca",ny_gun_356_x1,1.42,1.482,1.21,0.92,ny_gun_356_x1,1.42,1.482,1.21,0.92,iowa_gun_406_x1,0.96,1,1.3,1.04,iowa_gun_406_x1,0.96,1,1.3,1.04,iowa_gun_406_x1,0.96,1,1.3,1.04,,,,,,,,,,
"gun_18_x2_usa_bb, bc,ca",,457,gun_18_x2,"usa, greece","bb, bc,ca",ny_gun_356_x2,1.42,1.482,1.21,0.92,ny_gun_356_x2,1.42,1.482,1.21,0.92,iowa_gun_406_x2,0.96,1,1.3,1.04,iowa_gun_406_x2,0.96,1,1.3,1.04,iowa_gun_406_x2,0.96,1,1.3,1.04,,,,,,,,,,
"gun_18_x3_usa_bb, bc,ca",,457,gun_18_x3,"usa, greece","bb, bc,ca",ny_gun_356_x3,1.42,1.482,1.21,0.92,ny_gun_356_x3,1.42,1.482,1.21,0.92,iowa_gun_406_x3,0.96,1,1.3,1.04,iowa_gun_406_x3,0.96,1,1.3,1.04,iowa_gun_406_x3,0.96,1,1.3,1.04,,,,,,,,,,
"gun_19_x1_usa_bb, bc,ca",,483,gun_19_x1,"usa, greece","bb, bc,ca",ny_gun_356_x1,1.52,1.5795,1.22,,iowa_gun_406_x1,1.046,1.067,1.27,1.04,iowa_gun_406_x1,1,1.05,1.3,1.04,iowa_gun_406_x1,1,1.05,1.3,1.04,iowa_gun_406_x1,1,1.05,1.3,1.04,,,,,,,,,,
"gun_19_x2_usa_bb, bc,ca",,483,gun_19_x2,"usa, greece","bb, bc,ca",ny_gun_356_x2,1.52,1.5795,1.22,,iowa_gun_406_x2,1.046,1.067,1.27,1.04,iowa_gun_406_x2,1,1.05,1.3,1.04,iowa_gun_406_x2,1,1.05,1.3,1.04,iowa_gun_406_x2,1,1.05,1.3,1.04,,,,,,,,,,
"gun_19_x3_usa_bb, bc,ca",,483,gun_19_x3,"usa, greece","bb, bc,ca",ny_gun_356_x3,1.52,1.5795,1.22,,iowa_gun_406_x3,1.046,1.067,1.27,1.04,iowa_gun_406_x3,1,1.05,1.3,1.04,iowa_gun_406_x3,1,1.05,1.3,1.04,iowa_gun_406_x3,1,1.05,1.3,1.04,,,,,,,,,,
"gun_20_x1_usa_bb, bc,ca",,508,gun_20_x1,"usa, greece","bb, bc,ca",ny_gun_356_x1,1.62,1.677,1.23,,iowa_gun_406_x1,1.05,1.12,1.27,1.04,iowa_gun_406_x1,1.05,1.12,1.27,1.04,iowa_gun_406_x1,1.05,1.12,1.27,1.04,iowa_gun_406_x1,1.05,1.12,1.27,1.04,,,,,,,,,,
"gun_20_x2_usa_bb, bc,ca",,508,gun_20_x2,"usa, greece","bb, bc,ca",ny_gun_356_x2,1.62,1.677,1.23,,iowa_gun_406_x2,1.05,1.12,1.27,1.04,iowa_gun_406_x2,1.05,1.12,1.27,1.04,iowa_gun_406_x2,1.05,1.12,1.27,1.04,iowa_gun_406_x2,1.05,1.12,1.27,1.04,,,,,,,,,,
"gun_20_x3_usa_bb, bc,ca",,508,gun_20_x3,"usa, greece","bb, bc,ca",ny_gun_356_x3,1.62,1.677,1.23,,iowa_gun_406_x3,1.05,1.12,1.27,1.04,iowa_gun_406_x3,1.05,1.12,1.27,1.04,iowa_gun_406_x3,1.05,1.12,1.27,1.04,iowa_gun_406_x3,1.05,1.12,1.27,1.04,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_britain_dd,,76,gun_3_x1,"britain, portugal, ottoman, brazil","dd,tb",,,,,,,,,,,,,,,,hood_gun_140_x1,0.85,0.925,1.2,1.25,moga_gun_127_x1,1,1.185,1.2,1.285,,,,,,,,,,
gun_3_x2_britain_dd,,76,gun_3_x2,"britain, portugal, ottoman, brazil",dd,,,,,,,,,,,,,,,,hood_gun_140_x2,0.85,0.925,1.2,1.25,moga_gun_127_x2,1,1.185,1.2,1.285,,,,,,,,,,
gun_3_x3_britain_dd,,76,gun_3_x3,"britain, portugal, ottoman, brazil",dd,,,,,,,,,,,,,,,,hood_gun_140_x3,0.85,0.925,1.2,1.25,moga_gun_127_x3,1,1.185,1.2,1.285,,,,,,,,,,
gun_4_x1_britain_dd,,102,gun_4_x1,"britain, portugal, ottoman, brazil","dd,tb",,,,,,,,,,,hood_gun_140_x1,1.08,1.28,1.3,1.088,hood_gun_140_x1,1.08,1.28,1.3,1.088,moga_gun_127_x1,1.08,1.28,1.3,1.32,,,,,,,,,,
gun_4_x2_britain_dd,,102,gun_4_x2,"britain, portugal, ottoman, brazil",dd,,,,,,,,,,,hood_gun_140_x2,1.08,1.28,1.3,1.088,hood_gun_140_x2,1.08,1.28,1.3,1.088,moga_gun_127_x2,1.08,1.28,1.3,1.32,,,,,,,,,,
gun_4_x3_britain_dd,,102,gun_4_x3,"britain, portugal, ottoman, brazil",dd,,,,,,,,,,,hood_gun_140_x3,1.08,1.28,1.3,1.088,hood_gun_140_x3,1.08,1.28,1.3,1.088,moga_gun_127_x3,1.08,1.28,1.3,1.32,,,,,,,,,,
gun_5_x1_britain_dd,,127,gun_5_x1,"britain, portugal, ottoman, brazil",dd,,,,,,,,,,,hood_gun_140_x1,1.3,1.53,1.55,0.877,moga_gun_127_x1,1.3,1.53,1.55,1.07,kgeorge_gun_133_x1,1,1.09,1.26,1.32,,,,,,,,,,
gun_5_x2_britain_dd,,127,gun_5_x2,"britain, portugal, ottoman, brazil",dd,,,,,,,,,,,hood_gun_140_x2,1.3,1.53,1.55,0.877,moga_gun_127_x2,1.3,1.53,1.55,1.07,kgeorge_gun_133_x2,1,1.09,1.26,1.32,,,,,,,,,,
gun_5_x3_britain_dd,,127,gun_5_x3,"britain, portugal, ottoman, brazil",dd,,,,,,,,,,,hood_gun_140_x3,1.3,1.53,1.55,0.877,moga_gun_127_x3,1.3,1.53,1.55,1.07,kgeorge_gun_133_x3,1,1.09,1.26,1.32,,,,,,,,,,
"gun_2_x1_britain_bb, bc,ca,cl",,51,gun_2_x1,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,hood_gun_140_x1,0.6,0.65,0.7,1.4,,,,,,,,,,,,,,,
"gun_2_x2_britain_bb, bc,ca,cl",,51,gun_2_x2,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,hood_gun_140_x2,0.6,0.65,0.7,1.4,,,,,,,,,,,,,,,
"gun_2_x3_britain_bb, bc,ca,cl",,51,gun_2_x3,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,hood_gun_140_x3,0.6,0.65,0.7,1.4,,,,,,,,,,,,,,,
"gun_3_x1_britain_bb, bc,ca,cl",,76,gun_3_x1,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,hood_gun_140_x1,0.85,0.925,1.2,1.25,moga_gun_127_x1,1,1.185,1.2,1.285,,,,,,,,,,
"gun_3_x2_britain_bb, bc,ca,cl",,76,gun_3_x2,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,hood_gun_140_x2,0.85,0.925,1.2,1.25,moga_gun_127_x2,1,1.185,1.2,1.285,,,,,,,,,,
"gun_3_x3_britain_bb, bc,ca,cl",,76,gun_3_x3,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,hood_gun_140_x3,0.85,0.925,1.2,1.25,moga_gun_127_x3,1,1.185,1.2,1.285,,,,,,,,,,
"gun_4_x1_britain_bb, bc,ca,cl",,102,gun_4_x1,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,kgeorge_gun_133_x1,0.9,0.99,1.26,1.5,kgeorge_gun_133_x1,0.9,0.99,1.26,1.5,,,,,,,,,,
"gun_4_x2_britain_bb, bc,ca,cl",,102,gun_4_x2,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,kgeorge_gun_133_x2,0.9,0.99,1.26,1.5,kgeorge_gun_133_x2,0.9,0.99,1.26,1.5,,,,,,,,,,
"gun_4_x3_britain_bb, bc,ca,cl",,102,gun_4_x3,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,kgeorge_gun_133_x3,0.9,0.99,1.26,1.5,kgeorge_gun_133_x3,0.9,0.99,1.26,1.5,,,,,,,,,,
"gun_5_x1_britain_bb, bc,ca,cl",,127,gun_5_x1,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,kgeorge_gun_133_x1,1,1.09,1.26,1.32,kgeorge_gun_133_x1,1,1.09,1.26,1.32,,,,,,,,,,
"gun_5_x2_britain_bb, bc,ca,cl",,127,gun_5_x2,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,kgeorge_gun_133_x2,1,1.09,1.26,1.32,kgeorge_gun_133_x2,1,1.09,1.26,1.32,,,,,,,,,,
"gun_5_x3_britain_bb, bc,ca,cl",,127,gun_5_x3,"britain, portugal, ottoman, brazil","bb, bc,ca,cl",,,,,,,,,,,,,,,,kgeorge_gun_133_x3,1,1.09,1.26,1.32,kgeorge_gun_133_x3,1,1.09,1.26,1.32,,,,,,,,,,
"gun_6_x1_britain_bb, bc",,152,gun_6_x1,"britain, portugal, ottoman, brazil","bb, bc",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x1,1.05,1.17,1.18,1.08,british_adv_cruiser_152_gun_x1,1.05,1.17,1.18,1.08,,,,,,,,,,
"gun_6_x2_britain_bb, bc",,152,gun_6_x2,"britain, portugal, ottoman, brazil","bb, bc",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x2,1.05,1.17,1.18,1.08,british_adv_cruiser_152_gun_x2,1.05,1.17,1.18,1.08,,,,,,,,,,
"gun_6_x3_britain_bb, bc",,152,gun_6_x3,"britain, portugal, ottoman, brazil","bb, bc",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x3,1.05,1.17,1.18,1.08,british_adv_cruiser_152_gun_x3,1.05,1.17,1.18,1.08,,,,,,,,,,
"gun_7_x1_britain_bb, bc",,178,gun_7_x1,"britain, portugal, brazil","bb, bc",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x1,1.17,1.29,1.18,1.1,british_adv_cruiser_152_gun_x1,1.17,1.29,1.18,1.1,,,,,,,,,,
"gun_7_x2_britain_bb, bc",,178,gun_7_x2,"britain, portugal, brazil","bb, bc",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x2,1.17,1.29,1.18,1.1,british_adv_cruiser_152_gun_x2,1.17,1.29,1.18,1.1,,,,,,,,,,
"gun_7_x3_britain_bb, bc",,178,gun_7_x3,"britain, portugal, brazil","bb, bc",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x3,1.17,1.29,1.18,1.1,british_adv_cruiser_152_gun_x3,1.17,1.29,1.18,1.1,,,,,,,,,,
"gun_6_x1_britain_ca, cl",,152,gun_6_x1,"britain, portugal, brazil","ca, cl",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x1,1.05,1.17,1.18,1.08,british_adv_cruiser_152_gun_x1,1.05,1.17,1.18,1.08,,,,,,,,,,
"gun_6_x2_britain_ca, cl",,152,gun_6_x2,"britain, portugal, brazil","ca, cl",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x2,1.05,1.17,1.18,1.08,british_adv_cruiser_152_gun_x2,1.05,1.17,1.18,1.08,,,,,,,,,,
"gun_6_x3_britain_ca, cl",,152,gun_6_x3,"britain, portugal, brazil","ca, cl",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x3,1.05,1.17,1.18,1.08,british_adv_cruiser_152_gun_x3,1.05,1.17,1.18,1.08,,,,,,,,,,
"gun_7_x1_britain_ca, cl",,178,gun_7_x1,"britain, portugal, brazil","ca, cl",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x1,1.17,1.29,1.18,1.1,british_adv_cruiser_152_gun_x1,1.17,1.29,1.18,1.1,,,,,,,,,,
"gun_7_x2_britain_ca, cl",,178,gun_7_x2,"britain, portugal, brazil","ca, cl",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x2,1.17,1.29,1.18,1.1,british_adv_cruiser_152_gun_x2,1.15,1.29,1.18,1.1,,,,,,,,,,
"gun_7_x3_britain_ca, cl",,178,gun_7_x3,"britain, portugal, brazil","ca, cl",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x3,1.17,1.29,1.18,1.1,british_adv_cruiser_152_gun_x3,1.17,1.29,1.18,1.1,,,,,,,,,,
"gun_8_x1_britain_ca, cl",,203,gun_8_x1,"britain, portugal, brazil, chile","ca, cl",friedrich_gun_228_x1,0.9,0.975,1.25,1.38,,,,,,,,,,,british_adv_cruiser_152_gun_x1,1.29,1.41,1.18,1.11,british_adv_cruiser_152_gun_x1,1.29,1.41,1.18,1.11,,,,,,,,,,
"gun_8_x2_britain_ca, cl",,203,gun_8_x2,"britain, portugal, brazil, chile","ca, cl",friedrich_gun_228_x2,0.9,0.975,1.25,1.38,,,,,,,,,,,british_adv_cruiser_152_gun_x2,1.29,1.41,1.18,1.11,british_adv_cruiser_152_gun_x2,1.29,1.41,1.18,1.11,,,,,,,,,,
"gun_8_x3_britain_ca, cl",,203,gun_8_x3,"britain, portugal, brazil, chile","ca, cl",friedrich_gun_228_x3,0.9,0.975,1.25,1.38,,,,,,,,,,,british_adv_cruiser_152_gun_x3,1.29,1.41,1.18,1.11,british_adv_cruiser_152_gun_x3,1.29,1.41,1.18,1.11,,,,,,,,,,
"gun_8_x1_britain_bb, bc",,203,gun_8_x1,"britain, portugal, brazil, chile","bb, bc",friedrich_gun_228_x1,0.9,0.975,1.25,1.38,,,,,,,,,,,british_adv_cruiser_152_gun_x1,1.29,1.41,1.18,1.11,british_adv_cruiser_152_gun_x1,1.29,1.41,1.18,1.11,,,,,,,,,,
"gun_8_x2_britain_bb, bc",,203,gun_8_x2,"britain, portugal, brazil, chile","bb, bc",friedrich_gun_228_x2,0.9,0.975,1.25,1.38,,,,,,,,,,,british_adv_cruiser_152_gun_x2,1.29,1.41,1.18,1.11,british_adv_cruiser_152_gun_x2,1.29,1.41,1.18,1.11,,,,,,,,,,
"gun_8_x3_britain_bb, bc",,203,gun_8_x3,"britain, portugal, brazil, chile","bb, bc",friedrich_gun_228_x3,0.9,0.975,1.25,1.38,,,,,,,,,,,british_adv_cruiser_152_gun_x3,1.29,1.41,1.18,1.11,british_adv_cruiser_152_gun_x3,1.29,1.41,1.18,1.11,,,,,,,,,,
"gun_9_x1_britain_bb, bc, ca",,229,gun_9_x1,"britain, portugal, brazil, chile","bb, bc, ca",maine_gun_254_x1,1.01,1.08,1.15,1.476,,,,,,,,,,,british_adv_cruiser_152_gun_x1,1.41,1.53,1.18,1.11,british_adv_cruiser_152_gun_x1,1.41,1.53,1.18,1.11,,,,,,,,,,
"gun_9_x2_britain_bb, bc, ca",,229,gun_9_x2,"britain, portugal, brazil, chile","bb, bc, ca",maine_gun_254_x2,1.01,1.08,1.15,1.476,,,,,,,,,,,british_adv_cruiser_152_gun_x2,1.41,1.53,1.18,1.11,british_adv_cruiser_152_gun_x2,1.41,1.53,1.18,1.11,,,,,,,,,,
"gun_9_x3_britain_bb, bc, ca",,229,gun_9_x3,"britain, portugal, brazil, chile","bb, bc, ca",maine_gun_254_x3,1.01,1.08,1.15,1.476,,,,,,,,,,,british_adv_cruiser_152_gun_x3,1.41,1.53,1.18,1.11,british_adv_cruiser_152_gun_x3,1.41,1.53,1.18,1.11,,,,,,,,,,
"gun_10_x1_britain_bb, bc, ca",,254,gun_10_x1,"britain, portugal, brazil, chile","bb, bc, ca",maine_gun_254_x1,1.08,1.15,1.15,1.49,,,,,,,,,,,kgeorge_gun_a_380_x1,0.85,0.8775,1.18,0.94,kgeorge_gun_380_x1_b,0.85,0.8775,1.18,0.94,,,,,,,,,,
"gun_10_x2_britain_bb, bc, ca",,254,gun_10_x2,"britain, portugal, brazil, chile","bb, bc, ca",maine_gun_254_x2,1.08,1.15,1.15,1.49,,,,,,,,,,,kgeorge_gun_a_380_x2,0.85,0.8775,1.18,0.94,kgeorge_gun_380_x2_b,0.85,0.8775,1.18,0.94,,,,,,,,,,
"gun_10_x3_britain_bb, bc, ca",,254,gun_10_x3,"britain, portugal, brazil, chile","bb, bc, ca",maine_gun_254_x3,1.08,1.15,1.15,1.49,,,,,,,,,,,kgeorge_gun_a_380_x3,0.85,0.8775,1.18,0.94,kgeorge_gun_380_x3_c,0.85,0.8775,1.18,0.94,,,,,,,,,,
"gun_11_x1_britain_bb, bc, ca",,279,gun_11_x1,"britain, portugal, brazil, chile","bb, bc, ca",maine_gun_254_x1_a,1.15,1.4,1.15,1.08,,,,,,,,,,,kgeorge_gun_a_380_x1,0.9,0.92625,1.18,0.78,kgeorge_gun_380_x1_b,0.9,0.92625,1.18,0.78,,,,,,,,,,
"gun_11_x2_britain_bb, bc, ca",,279,gun_11_x2,"britain, portugal, brazil, chile","bb, bc, ca",maine_gun_254_x2_a,1.15,1.4,1.15,1.08,,,,,,,,,,,kgeorge_gun_a_380_x2,0.9,0.92625,1.18,0.78,kgeorge_gun_380_x2_b,0.9,0.92625,1.18,0.78,,,,,,,,,,
"gun_11_x3_britain_bb, bc, ca",,279,gun_11_x3,"britain, portugal, brazil, chile","bb, bc, ca",maine_gun_254_x3_a,1.15,1.4,1.15,1.08,,,,,,,,,,,kgeorge_gun_a_380_x3,0.9,0.92625,1.18,0.78,kgeorge_gun_380_x3_c,0.9,0.92625,1.18,0.78,,,,,,,,,,
"gun_12_x1_britain_bb, bc, ca",,305,gun_12_x1,"britain, portugal, ottoman, brazil, chile","bb, bc, ca",maine_gun_254_x1_a,1.22,1.27,1.15,1.1,,,,,,,,,,,kgeorge_gun_380_x1,0.961875,0.9871875,1.18,0.795,kgeorge_gun_380_x1_b,0.961875,0.9871875,1.18,0.795,,,,,,,,,,
